transaction_id,customer_id,transaction_date,product_sku,product_description,product_category,quantity,avg_price,delivery_charges,coupon_status,coupon_code,discount_pct,payment_method,shipping_provider,transaction_rating,net_revenue
36953,12578,2024-08-29,GGOEADHH055999,22 oz Android Bottle,Bottles,2,2.99,6.0,Used,BT20,20.0,Credit Card,Australia Post Courier,3.0,4.7840000000000007
38386,18041,2024-09-18,GGOEADHH055999,22 oz Android Bottle,Bottles,2,2.99,12.99,Not Used,no,0.0,PayPal,CouriersPlease,4.0,5.98
39421,15498,2024-09-30,GGOEADHH055999,22 oz Android Bottle,Bottles,2,2.99,6.0,Not Used,no,0.0,PayPal,Australia Post Express,3.0,5.98
22344,12748,2024-07-03,GGOEADHH055999,22 oz Android Bottle,Bottles,2,2.99,6.5,Not Used,no,0.0,Credit Card,Australia Post Courier,3.0,5.98
17167,16583,2024-05-01,GGOEADHH055999,22 oz Android Bottle,Bottles,2,3.08,6.5,Not Used,no,0.0,Credit Card,Australia Post Courier,4.0,6.16
18886,17567,2024-01-26,GGOEADHH055999,22 oz Android Bottle,Bottles,3,2.47,74.74,Used,BT10,10.0,Credit Card,Toll Priority,2.0,6.6690000000000005
20060,13081,2024-09-02,GGOEADHH055999,22 oz Android Bottle,Bottles,3,2.39,6.5,Not Used,no,0.0,Debit Card,Australia Post Courier,3.0,7.17
33750,12748,2024-07-26,GGOEADHH055999,22 oz Android Bottle,Bottles,3,2.99,12.99,Used,BT10,10.0,Credit Card,CouriersPlease,4.0,8.073
37178,17685,2024-01-09,GGOEADHH055999,22 oz Android Bottle,Bottles,3,2.99,6.0,Not Used,no,0.0,Credit Card,Australia Post Express,4.0,8.97
35955,16034,2024-08-18,GGOEADHH055999,22 oz Android Bottle,Bottles,5,2.39,12.91,Used,BT20,20.0,Credit Card,CouriersPlease,2.0,9.56
18830,16186,2024-01-25,GGOEADHH055999,22 oz Android Bottle,Bottles,5,2.47,6.5,Used,BT10,10.0,Credit Card,Australia Post Courier,4.0,11.115000000000002
20377,15351,2024-02-14,GGOEADHH055999,22 oz Android Bottle,Bottles,5,2.99,6.5,Used,BT20,20.0,PayPal,Australia Post Courier,4.0,11.96
24765,16713,2024-04-04,GGOEADHH055999,22 oz Android Bottle,Bottles,4,2.99,6.5,Not Used,no,0.0,Credit Card,StarTrack Express,2.0,11.96
17630,15165,2024-11-01,GGOEADHH055999,22 oz Android Bottle,Bottles,4,3.08,6.5,Not Used,no,0.0,PayPal,Australia Post Courier,3.0,12.32
33094,15164,2024-07-18,GGOEADHH055999,22 oz Android Bottle,Bottles,6,2.39,6.0,Used,BT10,10.0,Venmo,Australia Post Courier,4.0,12.906
37192,15033,2024-01-09,GGOEADHH055999,22 oz Android Bottle,Bottles,5,2.99,6.0,Not Used,no,0.0,Credit Card,Australia Post Express,3.0,14.950000000000001
26014,15329,2024-04-19,GGOEADHH055999,22 oz Android Bottle,Bottles,7,2.39,12.48,Used,BT10,10.0,PayPal,CouriersPlease,4.0,15.057
26661,18118,2024-04-28,GGOEADHH055999,22 oz Android Bottle,Bottles,10,2.39,30.35,Used,BT10,10.0,Credit Card,Toll Priority,3.0,21.51
32521,14646,2024-07-13,GGOEADHH055999,22 oz Android Bottle,Bottles,10,2.39,15.72,Used,BT10,10.0,Credit Card,Toll Priority,5.0,21.51
34094,13576,2024-07-30,GGOEADHH055999,22 oz Android Bottle,Bottles,10,2.99,6.0,Used,BT10,10.0,Credit Card,Australia Post Express,2.0,26.910000000000004
26478,14667,2024-04-26,GGOEADHH055999,22 oz Android Bottle,Bottles,10,2.99,12.99,Used,BT10,10.0,Credit Card,CouriersPlease,4.0,26.910000000000004
23836,15024,2024-03-22,GGOEADHH055999,22 oz Android Bottle,Bottles,15,2.99,6.5,Used,BT30,30.0,Cash,StarTrack Express,3.0,31.395
21646,12720,2024-01-03,GGOEADHH055999,22 oz Android Bottle,Bottles,25,2.39,18.47,Used,BT30,30.0,Credit Card,Toll Priority,2.0,41.824999999999996
30303,13756,2024-06-13,GGOEADHH055999,22 oz Android Bottle,Bottles,20,2.39,6.0,Not Used,no,0.0,Credit Card,StarTrack Express,3.0,47.800000000000004
37173,14646,2024-01-09,GGOEADHH055999,22 oz Android Bottle,Bottles,30,2.99,6.0,Used,BT30,30.0,Credit Card,StarTrack Express,5.0,62.79
22996,15502,2024-03-16,GGOEADHH055999,22 oz Android Bottle,Bottles,30,2.99,6.5,Not Used,no,0.0,Credit Card,Australia Post Courier,4.0,89.7
23804,15002,2024-03-22,GGOEADHH055999,22 oz Android Bottle,Bottles,30,2.99,6.5,Not Used,no,0.0,Credit Card,Australia Post Express,2.0,89.7
38541,17708,2024-09-20,GGOEADHH055999,22 oz Android Bottle,Bottles,100,2.99,6.0,Used,BT30,30.0,PayPal,Australia Post Courier,3.0,209.29999999999998
40191,13230,2024-09-10,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,2.0,6.0,Used,BT10,10.0,Cash,Australia Post Courier,3.0,1.8
40037,16931,2024-07-10,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,2.0,12.99,Not Used,no,0.0,Credit Card,CouriersPlease,4.0,2.0
40312,13742,2024-10-10,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,2.5,6.0,Not Used,no,0.0,Credit Card,StarTrack Express,3.0,2.5
39989,16085,2024-06-10,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,2.5,6.0,Not Used,no,0.0,Credit Card,StarTrack Express,3.0,2.5
38203,14688,2024-09-15,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,3.99,6.0,Used,BT30,30.0,Credit Card,Australia Post Express,2.0,2.793
23116,17218,2024-03-17,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,3.99,6.5,Used,BT30,30.0,PayPal,Australia Post Courier,4.0,2.793
36292,17965,2024-08-22,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,3.99,6.0,Used,BT20,20.0,PayPal,Australia Post Express,3.0,3.192
35728,17406,2024-08-15,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,3.99,6.0,Used,BT20,20.0,PayPal,Australia Post Courier,3.0,3.192
36078,15518,2024-08-19,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,3.99,12.99,Used,BT20,20.0,PayPal,CouriersPlease,4.0,3.192
39370,15498,2024-09-29,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,12.99,Used,BT30,30.0,Credit Card,CouriersPlease,4.0,3.493
30441,18055,2024-06-15,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,30.0,Used,BT30,30.0,PayPal,Toll Priority,3.0,3.493
31160,14560,2024-06-24,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Used,BT30,30.0,Credit Card,Australia Post Courier,4.0,3.493
26642,18116,2024-04-28,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,3.99,6.5,Used,BT10,10.0,Credit Card,Australia Post Express,3.0,3.591
33981,15823,2024-07-28,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,3.99,6.0,Used,BT10,10.0,Credit Card,Australia Post Courier,4.0,3.591
32194,15527,2024-09-07,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,3.99,6.0,Used,BT10,10.0,Credit Card,Australia Post Courier,3.0,3.591
25057,16722,2024-07-04,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,3.99,6.5,Not Used,no,0.0,Debit Card,Australia Post Courier,3.0,3.99
34996,17114,2024-08-08,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,12.99,Used,BT20,20.0,Credit Card,CouriersPlease,4.0,3.9920000000000004
27472,17085,2024-08-05,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Used,BT20,20.0,Venmo,Australia Post Courier,4.0,3.9920000000000004
36931,12578,2024-08-29,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,12.99,Used,BT20,20.0,Debit Card,CouriersPlease,4.0,3.9920000000000004
36037,14669,2024-08-18,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Used,BT20,20.0,PayPal,Australia Post Express,3.0,3.9920000000000004
27314,17126,2024-05-05,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,20.0,Used,BT20,20.0,Credit Card,Toll Priority,3.0,3.9920000000000004
34569,12501,2024-03-08,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Used,BT20,20.0,Debit Card,StarTrack Express,4.0,3.9920000000000004
27960,17428,2024-05-13,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Used,BT20,20.0,Debit Card,Australia Post Courier,3.0,3.9920000000000004
18939,17850,2024-01-26,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.12,6.5,Not Used,no,0.0,Credit Card,StarTrack Express,4.0,4.12
25514,14896,2024-04-13,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Used,BT10,10.0,PayPal,Australia Post Express,4.0,4.4910000000000005
33469,15093,2024-07-23,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Used,BT10,10.0,Credit Card,Australia Post Courier,4.0,4.4910000000000005
32769,18116,2024-07-15,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Used,BT10,10.0,Credit Card,StarTrack Express,2.0,4.4910000000000005
30738,15601,2024-06-19,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Not Used,no,0.0,Credit Card,Australia Post Courier,3.0,4.99
32748,15311,2024-07-15,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Not Used,no,0.0,Credit Card,Australia Post Express,4.0,4.99
33829,13458,2024-07-27,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Not Used,no,0.0,Credit Card,Australia Post Courier,4.0,4.99
35797,15281,2024-08-16,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,12.99,Not Used,no,0.0,Credit Card,CouriersPlease,3.0,4.99
33143,15373,2024-07-19,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Not Used,no,0.0,Credit Card,StarTrack Express,3.0,4.99
22589,17259,2024-11-03,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.5,Not Used,no,0.0,Credit Card,Australia Post Express,4.0,4.99
28516,14733,2024-05-20,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,Not Used,no,0.0,Venmo,Australia Post Express,3.0,4.99
36636,17364,2024-08-25,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,1,4.99,30.0,Not Used,no,0.0,Credit Card,Toll Priority,2.0,4.99
39781,14692,2024-04-10,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,3,2.0,6.0,Used,BT10,10.0,Credit Card,Australia Post Express,3.0,5.4
30560,15379,2024-06-16,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,2,3.99,6.5,Used,BT30,30.0,Credit Card,StarTrack Express,2.0,5.586
22601,17259,2024-11-03,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,2,4.99,6.5,Used,BT30,30.0,Credit Card,StarTrack Express,3.0,6.986
31052,12967,2024-06-23,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,2,4.99,6.0,Not Used,no,0.0,Venmo,Australia Post Courier,2.0,9.98
31418,14016,2024-06-27,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,2,4.99,6.0,Not Used,no,0.0,PayPal,StarTrack Express,3.0,9.98
19663,14210,2024-04-02,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,2,4.99,6.5,Not Used,no,0.0,Credit Card,Australia Post Courier,3.0,9.98
17505,15485,2024-09-01,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,3,5.15,6.5,Used,BT10,10.0,PayPal,Australia Post Express,3.0,13.905000000000001
27609,15998,2024-09-05,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,5,3.99,6.0,Not Used,no,0.0,PayPal,Australia Post Courier,4.0,19.950000000000003
35712,14060,2024-08-15,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,6,3.99,20.85,Not Used,no,0.0,Credit Card,Toll Priority,4.0,23.94
37553,18069,2024-06-09,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,10,3.99,12.48,Used,BT30,30.0,PayPal,CouriersPlease,4.0,27.930000000000003
24782,16713,2024-04-04,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,8,3.99,51.99,Used,BT10,10.0,Credit Card,Toll Priority,3.0,28.728
34655,12484,2024-04-08,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,11,3.99,70.67,Used,BT20,20.0,Debit Card,Toll Priority,4.0,35.112
33788,15271,2024-07-26,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,10,3.99,16.1,Not Used,no,0.0,PayPal,Toll Priority,2.0,39.900000000000006
27778,17618,2024-11-05,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,10,4.99,6.0,Used,BT20,20.0,Credit Card,StarTrack Express,2.0,39.920000000000009
17538,12433,2024-10-01,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,12,4.12,18.47,Not Used,no,0.0,PayPal,Toll Priority,4.0,49.44
39659,17277,2024-03-10,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,25,2.5,6.0,Used,BT10,10.0,Credit Card,Australia Post Courier,3.0,56.25
37901,13001,2024-11-09,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,20,4.99,6.0,Used,BT30,30.0,Credit Card,Australia Post Express,2.0,69.86
18801,14449,2024-01-25,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,21,3.92,13.78,Used,BT10,10.0,PayPal,CouriersPlease,4.0,74.088
34197,13081,2024-07-31,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,22,3.99,12.91,Used,BT10,10.0,PayPal,CouriersPlease,4.0,79.00200000000001
38934,17602,2024-09-25,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,20,3.99,58.49,Not Used,no,0.0,Credit Card,Toll Priority,4.0,79.800000000000011
33145,16241,2024-07-19,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,25,3.99,45.5,Used,BT10,10.0,Credit Card,Toll Priority,3.0,89.775
40435,13798,2024-11-10,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,50,2.0,12.91,Used,BT10,10.0,PayPal,CouriersPlease,3.0,90.0
39006,14572,2024-09-26,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,23,3.99,6.0,Not Used,no,0.0,PayPal,Australia Post Courier,3.0,91.77000000000001
33262,14189,2024-07-20,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,30,3.99,109.91,Used,BT10,10.0,Credit Card,Toll Priority,3.0,107.73
29951,17551,2024-09-06,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,40,3.99,13.38,Used,BT30,30.0,PayPal,CouriersPlease,2.0,111.72000000000001
30138,15615,2024-12-06,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,40,3.99,28.21,Used,BT30,30.0,Credit Card,Toll Priority,3.0,111.72000000000001
33533,16771,2024-07-24,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,40,3.99,6.0,Used,BT10,10.0,Credit Card,Australia Post Courier,3.0,143.64000000000001
39341,14770,2024-09-29,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,40,3.99,84.78,Not Used,no,0.0,Credit Card,Toll Priority,2.0,159.60000000000002
28143,13408,2024-05-16,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,75,3.99,126.4,Used,BT20,20.0,PayPal,Toll Priority,4.0,239.4
29311,17739,2024-05-31,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Bottles,85,3.99,16.86,Used,BT20,20.0,PayPal,Toll Priority,3.0,271.32000000000005
37498,17841,2024-06-09,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,8.79,6.0,Used,EXTRA30,30.0,PayPal,Australia Post Courier,3.0,6.1529999999999987
39018,14572,2024-09-26,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,8.79,6.5,Used,EXTRA30,30.0,Credit Card,Australia Post Express,5.0,6.1529999999999987
37734,13527,2024-08-09,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,8.79,6.0,Used,EXTRA30,30.0,Debit Card,Australia Post Courier,1.0,6.1529999999999987
45869,17228,2024-06-12,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,8.96,6.5,Used,EXTRA30,30.0,PayPal,StarTrack Express,2.0,6.272
35842,17450,2024-08-16,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,8.79,6.0,Used,EXTRA20,20.0,Credit Card,Australia Post Courier,2.0,7.032
34927,17095,2024-07-08,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,8.79,6.0,Used,EXTRA20,20.0,Credit Card,Australia Post Express,3.0,7.032
46009,15687,2024-07-12,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,11.2,6.0,Used,EXTRA30,30.0,Credit Card,Australia Post Courier,2.0,7.839999999999999
45943,15203,2024-07-12,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,11.2,6.0,Used,EXTRA30,30.0,Credit Card,Australia Post Courier,2.0,7.839999999999999
46033,15311,2024-07-12,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,11.2,6.0,Used,EXTRA30,30.0,Credit Card,Australia Post Courier,3.0,7.839999999999999
33782,13089,2024-07-26,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,8.79,6.0,Used,EXTRA10,10.0,Credit Card,Australia Post Express,2.0,7.911
36418,14587,2024-08-23,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,8.79,6.0,Not Used,no,0.0,Credit Card,Australia Post Courier,3.0,8.79
27075,17243,2024-02-05,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,8.79,6.0,Not Used,no,0.0,Credit Card,Australia Post Courier,1.0,8.79
35523,17811,2024-08-14,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,10.99,6.0,Used,EXTRA20,20.0,PayPal,Australia Post Express,3.0,8.792
46116,12775,2024-08-12,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,8.96,6.5,Not Used,no,0.0,PayPal,Australia Post Express,2.0,8.96
21513,14506,2024-02-27,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,1,10.99,6.5,Not Used,no,0.0,Debit Card,StarTrack Express,1.0,10.99
36448,14606,2024-08-24,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,2,8.79,6.5,Used,EXTRA20,20.0,PayPal,StarTrack Express,3.0,14.064
35841,17450,2024-08-16,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,2,8.79,12.99,Used,EXTRA20,20.0,Credit Card,CouriersPlease,4.0,14.064
38849,15831,2024-09-24,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,2,10.99,6.0,Used,EXTRA30,30.0,Venmo,Australia Post Courier,2.0,15.386
33959,17634,2024-07-28,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,2,8.79,12.99,Not Used,no,0.0,Credit Card,CouriersPlease,1.0,17.58
36789,16395,2024-08-28,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,3,8.79,6.0,Not Used,no,0.0,Cash,Australia Post Express,3.0,26.369999999999997
33369,13715,2024-07-21,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,3,8.79,12.48,Not Used,no,0.0,Credit Card,CouriersPlease,1.0,26.369999999999997
38623,15039,2024-09-21,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,5,8.79,26.86,Used,EXTRA30,30.0,Credit Card,Toll Priority,3.0,30.764999999999993
39022,14572,2024-09-26,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,5,8.79,12.91,Used,EXTRA30,30.0,Credit Card,CouriersPlease,3.0,30.764999999999993
26314,17880,2024-04-24,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,3,10.99,6.0,Not Used,no,0.0,PayPal,Australia Post Courier,3.0,32.97
25837,14667,2024-04-18,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,4,8.79,12.48,Not Used,no,0.0,PayPal,CouriersPlease,2.0,35.16
45914,13802,2024-06-12,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,6,8.96,6.5,Used,EXTRA30,30.0,Credit Card,Australia Post Express,3.0,37.632
39815,15235,2024-04-10,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,4,10.99,6.0,Used,EXTRA10,10.0,Credit Card,StarTrack Express,2.0,39.564
39014,14572,2024-09-26,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,5,8.79,6.5,Not Used,no,0.0,PayPal,Australia Post Express,5.0,43.949999999999996
35834,15867,2024-08-16,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,5,10.99,6.0,Used,EXTRA20,20.0,Credit Card,Australia Post Courier,2.0,43.960000000000008
17801,16274,2024-01-13,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,6,9.07,18.47,Used,EXTRA10,10.0,PayPal,Toll Priority,2.0,48.978
26306,16265,2024-04-24,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,5,10.99,19.99,Used,EXTRA10,10.0,Credit Card,Toll Priority,2.0,49.455000000000005
17418,14001,2024-09-01,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,7,9.07,6.5,Not Used,no,0.0,Credit Card,Australia Post Express,3.0,63.49
33190,15808,2024-07-19,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,10,8.79,13.38,Used,EXTRA10,10.0,Credit Card,CouriersPlease,3.0,79.11
26243,12471,2024-04-23,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,30,8.79,16.1,Not Used,no,0.0,Credit Card,Toll Priority,2.0,263.7
22122,15039,2024-06-03,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,6.39,13.78,Used,EXTRA30,30.0,PayPal,CouriersPlease,3.0,4.473
19390,13370,2024-01-02,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,6.39,28.78,Used,EXTRA20,20.0,PayPal,Toll Priority,3.0,5.112
22016,17674,2024-04-03,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,6.5,Used,EXTRA30,30.0,Credit Card,Australia Post Courier,2.0,5.593
22966,17191,2024-03-15,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,6.5,Used,EXTRA30,30.0,Venmo,StarTrack Express,2.0,5.593
30110,15727,2024-11-06,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,6.39,6.0,Not Used,no,0.0,Credit Card,Australia Post Courier,3.0,6.39
20752,17059,2024-02-18,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,6.39,6.5,Not Used,no,0.0,Credit Card,StarTrack Express,4.0,6.39
20735,17059,2024-02-18,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,6.5,Used,EXTRA20,20.0,Credit Card,StarTrack Express,3.0,6.392
27314,17126,2024-05-05,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,20.0,Used,EXTRA20,20.0,Credit Card,Toll Priority,1.0,6.392
20818,16327,2024-02-19,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,20.0,Used,EXTRA20,20.0,Credit Card,Toll Priority,1.0,6.392
24941,15005,2024-06-04,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,6.5,Used,EXTRA10,10.0,Venmo,StarTrack Express,3.0,7.1910000000000007
18846,17581,2024-01-25,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,8.24,6.5,Used,EXTRA10,10.0,PayPal,Australia Post Courier,2.0,7.416
17321,14729,2024-07-01,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,8.24,6.5,Used,EXTRA10,10.0,Venmo,Australia Post Express,3.0,7.416
17265,14849,2024-06-01,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,8.24,6.5,Used,EXTRA10,10.0,PayPal,StarTrack Express,3.0,7.416
19063,17412,2024-01-28,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,8.24,6.5,Used,EXTRA10,10.0,Credit Card,Australia Post Express,2.0,7.416
17141,12838,2024-05-01,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,8.24,6.5,Used,EXTRA10,10.0,Credit Card,StarTrack Express,2.0,7.416
30292,13093,2024-06-13,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,6.0,Not Used,no,0.0,Credit Card,StarTrack Express,1.0,7.99
30072,15456,2024-11-06,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,6.0,Not Used,no,0.0,Venmo,StarTrack Express,1.0,7.99
22274,15048,2024-07-03,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,6.5,Not Used,no,0.0,Venmo,Australia Post Express,3.0,7.99
27933,14796,2024-05-13,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,6.0,Not Used,no,0.0,Credit Card,Australia Post Courier,3.0,7.99
26814,16727,2024-04-30,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,6.0,Not Used,no,0.0,PayPal,Australia Post Courier,1.0,7.99
22934,16817,2024-03-15,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,7.99,6.5,Not Used,no,0.0,PayPal,StarTrack Express,2.0,7.99
18664,14466,2024-01-23,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1,8.24,6.5,Not Used,no,0.0,Credit Card,Australia Post Express,3.0,8.24
23031,17841,2024-03-16,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,2,6.39,12.48,Used,EXTRA30,30.0,Credit Card,CouriersPlease,2.0,8.946
30379,13468,2024-06-14,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,2,7.99,6.0,Used,EXTRA30,30.0,PayPal,Australia Post Express,3.0,11.186
